"IC.FinalFactor" "IC.alpha" "tau0" "eta.s" "VisBeta"
40.4954403530034 0.157873588241992 0.946213143783404 0.10905367010998 0.671216850735255
57.1930191670301 0.101086778860443 0.56778625065178 0.0145404278664474 0.23914497443651
60.4563058286817 0.108200810437901 0.99785774990095 0.183675821552855 0.642283193819623
56.1491076585131 0.102306318909654 0.905312822795697 0.00295231467863691 1.05268541498389
57.5745059476306 0.147160804751387 0.598987236619837 0.207616683381622 0.345991795137855
57.900195888393 0.134775387320553 0.361186527123509 0.203094662547022 0.773347412703254
69.2370558937783 0.123442926567841 0.869202623191515 0.0653004747717926 0.272000915272019
62.7187685682926 0.10211681343188 0.268227952226105 0.077369503641435 0.726619089929099
46.1945165056445 0.156938421220264 0.413442061617638 0.23747696451144 0.388777724122807
66.8413745652852 0.149715886936477 0.617800084244131 0.274647149329707 0.736640891633656
40.6585782560304 0.148977594922019 0.978824270251235 0.0766413392482713 1.08655542965007
41.3315092727742 0.158314388697576 0.409915556100264 0.0236818219743821 0.450398232223024
54.3819762751597 0.152198092693567 0.692255871625473 0.282356289694829 0.917788789798485
67.8882170103787 0.131616652104742 0.231692287167641 0.0665812859745559 0.595917208157223
68.2102883412115 0.14832061434472 0.811307906571489 0.160167482100847 0.992818522778964
53.7227772247692 0.130620570826824 0.610580876636743 0.0188614110053998 0.263541368568547
45.7356669127268 0.146751385233984 0.229576382532686 0.00145030666742108 0.844046444608617
45.0915512724029 0.104456285564815 0.245629121040633 0.196090865992256 0.55026302758459
56.010575510436 0.150845811807715 0.542577186924623 0.0749752098931138 1.05859084975224
68.9257810060402 0.115231766215399 0.820397393463731 0.292803744826558 0.592097341613161
45.4922676082198 0.109988218284536 0.220345563216844 0.0389642060984215 0.244109116432742
65.6801947386405 0.152966769350869 0.756426103895527 0.00839075012975361 1.01801058316076
54.6054393938851 0.131115309682795 0.434751793261611 0.0491985047410245 0.709138026491973
52.4072344658732 0.118949905362391 0.61467743266832 0.287350286326668 0.255122189677048
44.1763844365524 0.12596783616354 0.990655935488772 0.251351678112956 1.07619341849971
55.7061691068622 0.107103540970348 0.283000302349622 0.297869144855977 0.50280528032748
44.9063704628719 0.135499421211675 0.656038006207456 0.0241421308790881 1.0958819864913
41.8192800750462 0.141406404407394 0.47105322591803 0.296335217972005 0.975811349028178
54.8308954253052 0.155920050478839 1.00003145816986 0.298558239769258 0.367036609705392
65.4815824935537 0.110849137903458 0.635692299192476 0.174200482718253 0.644940081849372
52.470188335419 0.158054629191194 0.935554933838188 0.209286686558268 0.694187617063006
54.1964898631528 0.122962537121009 0.527052497007323 0.291153694976036 1.07238556428998
60.3865834528942 0.154783169030408 0.286536513413871 0.0504652222406467 0.819215212875263
69.8710431203162 0.158392056796605 0.649750672952246 0.147523196041116 0.588629497913717
66.2072073572503 0.100783921318534 0.816499032540333 0.0401572070788134 0.409943207285626
59.3081093967225 0.156958947263093 0.852232953777351 0.103862225197509 0.463838011684374
40.6969706716555 0.110989093851739 0.824640300265185 0.164740438362148 0.945839039082297
50.4720043448537 0.150852502693725 0.619499190587351 0.155511313638119 0.798838239693211
43.3528422916104 0.121793736202021 0.639603627270422 0.193153754488345 0.567353018085542
43.2493034740281 0.144564422269559 0.75951945143766 0.211985410667656 0.203356919840159
57.644197592905 0.101425520976673 0.668235751422084 0.250386072345048 1.02508589203041
64.0324616831187 0.106731770644325 0.607626827142258 0.112801353096838 1.00362885318923
47.3963215331019 0.10749277378974 0.58090972600927 0.0316744662633178 0.452441609668874
53.645287461589 0.114179224474271 0.426543371012716 0.162885248151352 0.664852857022175
54.6724098712622 0.109057940496805 0.83851152336052 0.0344743553026024 0.649349483027713
68.5752032818264 0.127854953157624 0.398360018994477 0.0573212178546531 1.0086712793572
61.1134929349773 0.127316544760966 0.748344677314858 0.0127499201205125 0.878180948110565
62.4041839437632 0.143115178504155 0.789675924136404 0.0528395587434604 0.217901167018791
67.5681989582789 0.13808415080785 0.342127951707199 0.137578180904093 0.332540453434806
68.8372943131752 0.129745602265777 0.938255140842687 0.0855541151065157 0.859670327369008
49.2029063487842 0.129303482277204 0.962182559663923 0.284161522083153 0.278519043746021
67.6993251043504 0.122410666827529 0.216104586875374 0.277208252817174 0.36852796101944
66.2790190795127 0.114846261461611 0.315678972408905 0.155983032026072 0.551550708978202
60.0052247475682 0.153487779448847 0.237954992986667 0.288889609562385 0.266442392249085
59.7001969915292 0.131955366388684 0.564464560936692 0.268036878736755 0.559923693586734
63.0435315222292 0.15869106189567 0.954693760950523 0.273824764860211 1.03500046747335
46.7389597467156 0.137843250974188 0.266703009570084 0.254056391330888 0.75151495685019
45.9384308666658 0.13676959390434 0.745708550970957 0.263789491454258 0.829379004400544
50.2272009619595 0.147431309207512 0.87241629731007 0.113565575080844 0.227749627920731
41.471349115637 0.126336812176135 0.591455431092915 0.0448303762212945 0.630839247629764
52.6818872425349 0.137216761580525 0.248128080998124 0.132273990313249 0.401824903704801
61.6020666287725 0.124911770875199 0.708769757629761 0.260419867678203 0.895543058007669
51.8432368955103 0.103148308704749 0.200000015264486 0.0939412448046096 0.927844439084569
54.0474720212528 0.110286085853332 0.729761567449724 0.238025830203287 0.677111594942416
59.4374652119117 0.126796127752143 0.221357518724672 0.234890808286997 1.06160310233377
41.1372265915839 0.109737521066518 0.664603301963279 0.29998862124899 0.779215572332255
69.201526821164 0.107314786204421 0.669469302514148 0.210855818850783 0.280653614497452
60.7111249643877 0.154456143882863 0.480416700060472 0.0883688512008499 0.379740371991962
54.4614009800893 0.157452286222815 0.323363852339648 0.218420878353811 1.02149775163408
48.45927799617 0.114469945268006 0.713734758450528 0.0724496702603137 0.965209871993662
53.536095392589 0.108079613890949 0.330469603972503 0.0274214112488951 0.612843163080461
66.5626628003056 0.138868339470629 0.551199984759286 0.190367428725348 0.904367951459058
56.2654110219304 0.120868147176261 0.494737432753626 0.135638494959454 0.294799842576101
60.8662582302171 0.136291509641499 0.914283263534712 0.170626746097737 0.774232557226364
43.9030855927373 0.132676535851304 0.290734363595388 0.144425365796079 0.720734875861661
48.1466157569744 0.133027222368895 0.4967735156516 0.196974651330636 0.234700298306485
58.293289516815 0.118752544553184 0.890620398360173 0.0405262424548231 0.21379932789282
55.1873814190074 0.103491662321695 0.43387883868673 0.262211623549616 0.812240639631215
66.1509885367511 0.14400337788061 0.794298216950485 0.188504415556666 0.308682088918691
65.0719047778144 0.158890587902917 0.419114515872272 0.216419225635607 0.872221821928755
40.9682626331004 0.155743191197283 0.294050913664046 0.119486529992092 0.31472289134487
50.0653268944798 0.135265116773667 0.902976953741008 0.142009245038499 0.85018949609751
48.196180925518 0.110593034521159 0.908932514570215 0.125087287493753 0.654997650149375
59.4800045388199 0.102543337255454 0.847415730382397 0.225219902228616 0.319736663640972
40.1976503612411 0.156508550796402 0.80577717210018 0.243339683007035 0.821049923467769
42.7136147990515 0.103651729377999 0.46089000275408 0.214444208221637 0.897524913990697
68.3010333701395 0.131231737934163 0.274363396207818 0.175535048976727 0.792097128278455
42.8944605660549 0.130758376615198 0.929501302364022 0.0215258423306507 0.705354157893276
67.3959571291949 0.141520336348943 0.732593129559878 0.0121804399249967 0.564604560448752
53.3461918203601 0.145200056614104 0.800456052927703 0.257996346156674 0.512548922783316
50.113672072167 0.127104544928818 0.422033016125966 0.0199039656935267 1.00005194620299
41.5185027048019 0.128139739422946 0.530808994892692 0.205796439481785 0.911243911193978
59.5831373086726 0.106542592649329 0.390886428757913 0.176175452000359 0.988717321582208
44.628575537068 0.124075159224603 0.625746139537408 0.0925591340790614 0.230029250489633
52.2589926464405 0.149950058379264 0.415449155867151 0.283467383642061 0.610878853816244
49.7074420159468 0.133848346916923 0.369203100044951 0.0295372758771804 0.409672894626949
42.0727270678489 0.147824382400421 0.687657158409308 0.0181598196478359 0.617367369326312
45.4861929499822 0.113692877764583 0.899529090614067 0.255977716586514 0.634185716725836
48.7363366701302 0.132923621302988 0.877393285479867 0.0329532224106411 0.421656589087577
66.9193717482906 0.134147915199583 0.519489766657537 0.24188722128106 0.321768680841566
47.7063330616205 0.149465904668628 0.306756542051198 0.0781545815526502 0.570629154795607
46.8323434329219 0.152458845850182 0.462994090858544 0.0262021629548134 1.04876358508766
46.3659986774944 0.138414190064241 0.385522754424867 0.123820701240802 1.03171397340963
62.8388938813836 0.13426698630893 0.224074356939898 0.227155363804353 0.537865218334588
46.9476744491547 0.100546698355646 0.673045395741189 0.0680596302859682 0.717449357505518
45.6724660187435 0.116832503042627 0.339179885591128 0.0589981238082153 0.791133658086761
53.8800955578795 0.142099670864879 0.768694687056758 0.0649258020655648 0.903877919956439
68.4978336429187 0.118413407467801 0.859572436252503 0.135759893182772 0.576749900709829
50.7271656150185 0.109755380310376 0.395372083892286 0.225085051404595 0.375241439913232
48.3230562864987 0.143801436111508 0.568937109132664 0.202029125933726 0.517508433764635
51.2483145154607 0.112783933960384 0.951379471231772 0.199342941698812 0.879612298653183
56.637406908983 0.103931093235504 0.573079429396632 0.0709830984392555 0.531763134419884
63.3826676428604 0.139522098345425 0.72320746642432 0.0898340698145677 0.762189557067934
49.7423537577148 0.11564166142522 0.453701802574183 0.171254440272424 1.09001702813529
44.8280109646572 0.151320528611594 0.924481613612774 0.169730123220552 0.462565895627435
53.2131305728701 0.10947351676738 0.720004435055918 0.166091373493164 0.306705605147804
62.082145130705 0.151848786909589 0.233535424397792 0.109936030318312 0.254152102510073
44.4742548699882 0.104332004539959 0.577115726393377 0.145616522696879 0.52112528307851
61.9084740815808 0.148242167399764 0.343559221814709 0.139906047897463 0.579252627036422
60.1811939825437 0.145438248579559 0.346411205447045 0.128847777534225 1.05135876774573
44.2191244505191 0.138920882172813 0.458096817202449 0.280777379733594 0.357951522702525
64.7827659990755 0.112503906746534 0.661078099113495 0.0310019833486514 0.727742706967195
45.2766967349323 0.112284367105378 0.917388293347347 0.187407478684571 0.299761816475355
64.3875662956357 0.157233519907452 0.493238793928127 0.0377480156311115 0.662846973927982
41.6470265304967 0.123326594944373 0.297141467628849 0.241288440735168 0.603818486983501
66.6970954017322 0.117504866675127 0.481834338969128 0.104746997112355 0.74724781120924
62.9326088370768 0.155510715490535 0.849819693889106 0.167364676230625 0.678449221181818
51.681004191612 0.134488257659154 0.763916762074911 0.21301776359762 0.287541125105387
65.3575276058351 0.144843044297445 0.33304096632105 0.266716923527238 0.740375799743192
61.0574861864794 0.102867867477327 0.595903483702662 0.266232717064237 0.443838474072362
50.9007457343156 0.140886290353266 0.965817010854145 0.0614221609158205 0.702611000822234
51.0847414657757 0.119486054283491 0.632047808489361 0.0634597149454873 0.696832608506158
43.7143694225745 0.151224641956101 0.440925484638619 0.188674407068893 0.769403256364275
45.1680708791674 0.107709631295846 0.818319695569713 0.09607477836939 0.403009400818363
63.5325768722148 0.122470161720326 0.967878399912539 0.0287453332475019 1.01295527154946
66.457953257162 0.156455478997986 0.774456853398669 0.236078196233574 0.494028861652548
65.8248760802349 0.120684920349255 0.913407961148735 0.206823667610987 0.795028203549017
55.8746316363293 0.148868017632332 0.625125404442392 0.0599442377204393 0.544007796231122
60.6321729237331 0.130054711762015 0.987761950599453 0.14664374202738 0.329450062137207
41.195538109834 0.150313155199511 0.210980193693807 0.231152845944136 0.447395804338111
53.0999345915872 0.139950201314327 0.711534499475385 0.177269127345014 0.997438686428155
63.3284379950117 0.139598052231511 0.512984306653916 0.0470594306744351 0.533324941741215
63.6049060838813 0.124422256797789 0.803299316038099 0.200827769738509 0.413369192414139
49.3111191046028 0.122727994736729 0.50165290797034 0.0948262662582209 0.470851097492753
57.2982507489883 0.142348525243924 0.36377284448484 0.248834817974938 0.398422110512725
64.5894062970656 0.12963461519407 0.587032277846661 0.157027742175557 0.627997865913844
64.1933883062604 0.142664519459109 0.753592041421872 0.246086212145203 0.958544230075402
57.0379847099475 0.133258446178082 0.447410699990317 0.149264825923605 0.507963134976215
61.248300549076 0.132140134016116 0.309574126319918 0.0538717761474289 0.339157362976907
68.9957529499526 0.119739898390796 0.600367042028063 0.264262613430566 1.01445743342254
50.6299020998274 0.126443398320743 0.841737521338489 0.204274272513237 0.557635825425146
50.8077986441231 0.148514114864952 0.471861619601428 0.246999136083483 0.886357839623426
55.322659603606 0.138299570049348 0.280261328741602 0.117855691762259 0.690764875856496
49.0985595082782 0.118500630804025 0.383561374241769 0.271106065661841 0.891622732724337
61.7854942048794 0.136032507050986 0.539364722214092 0.0480265606116293 0.984026894462255
57.7057058500236 0.108734796386566 0.827343828013225 0.151165597584633 0.85360188383203
58.6771251439654 0.124546020712083 0.741453680391444 0.195624851458118 0.710223345649975
58.4146987696642 0.127450135057828 0.893473553776048 0.270633228339176 0.35157803720431
51.4666964072083 0.117284630793968 0.475179345710784 0.106328876708886 0.875221118775853
66.0358680270831 0.106452402185734 0.444630522614097 0.0457358574235375 0.950266065516625
58.9231742672004 0.154348140267035 0.58931547946488 0.127496732826879 0.73362973525016
62.3458585828292 0.104900764584477 0.785240764923814 0.227865805190548 0.757675708593514
48.0106405904906 0.153997265076468 0.781008477673159 0.199137236340688 0.968459212333667
42.203295072362 0.117873471793801 0.794731599221933 0.258595346858406 0.940283368626928
62.0069051409808 0.153810394983564 0.873767014452638 0.0971707974361234 0.854860694370142
63.8305104178955 0.11607349409857 0.30110130037031 0.0436702288146063 0.542059258683348
52.8723937605596 0.131396616537969 0.735210199715773 0.122204681907713 0.658619412774983
59.2098421446752 0.119967892454998 0.31890597939528 0.248186438110179 0.585220369101547
67.285319388565 0.116441845619393 0.517600928347091 0.219828089137715 0.474825676760929
63.148499581099 0.118063438918614 0.657140846016125 0.0875447760732398 0.394285713084032
53.3859567763798 0.12395686927269 0.260879131411847 0.193680145887369 0.914629637701363
42.5501165844602 0.146460476787585 0.46814673701144 0.102081627996416 0.458775054820742
47.0998003208079 0.14569938010572 0.809895408300725 0.181881849128715 0.670778092938905
47.7812717519802 0.105542548599439 0.403086471547571 0.143194787413988 0.356228257833451
64.1368780254001 0.115552010325889 0.922573550046539 0.0714745065174866 0.683154731471053
61.4896299895965 0.121681866914547 0.489234006194595 0.152900651032363 0.991841250005147
44.0640160851298 0.123743368730649 0.777170406979168 0.0844737660264122 0.499108731922657
65.7268266394207 0.116718022070579 0.783238396107548 0.139152364128794 0.9804651696188
46.1717695973336 0.13032060031384 0.64622221785966 0.15008840512994 0.837839853131638
52.5616764062205 0.149252709644533 0.702257385485754 0.0563783306106447 0.313265049441706
56.7220521526501 0.100000013791283 0.534587654170106 0.0995812796747231 1.06507532988041
58.1299672571249 0.111525090331799 0.366238663945988 0.0426387503386442 0.947995363718018
52.1784378887223 0.122154850687872 0.549014161049164 0.215679649928288 0.755501938635239
55.402999231298 0.121257712588253 0.356449359407697 0.220575417534571 0.248971758006093
59.8798384284944 0.140354374970475 0.697493791556544 0.179784690479532 0.823252764851146
55.1012159866427 0.145597069636597 0.352871982574268 0.0738782838534528 0.432534784075994
56.9949429728187 0.112864929621789 0.603657832494627 0.167833046830204 0.488513191044235
46.4378627589267 0.139133999642354 0.629790593804429 0.134201634104939 0.621860468164979
65.273037004278 0.113040818945369 0.377450117415905 0.160508079253268 0.208210328027437
56.8010497134148 0.141694128267277 0.484779671370178 0.0920567689979915 0.834451518721882
62.6168318414572 0.106065863927283 0.438872945998404 0.120970077443498 0.495753900284651
51.4897207862701 0.116248542948774 0.886632939948425 0.106435998483783 0.346990802440251
49.5342315153789 0.136216949228392 0.706680630915422 0.0832239521295961 0.478285414169425
51.1871700436896 0.111330805664387 0.681870724696506 0.162437337471753 0.639227958949588
49.4478272657493 0.144063017926428 0.58245128416447 0.0814436567629463 0.763467843658915
61.4577456684183 0.10535862218202 0.675459577576012 0.115601528066938 0.783018247952736
46.0267190212388 0.144448662301948 0.882742943948368 0.101057118020613 0.526174770184322
64.511417114229 0.117252851581992 0.855962153180291 0.116320040214131 0.371113328211377
64.6984259715773 0.14609556104694 0.373592071220768 0.0820124622392111 0.741903760041396
55.4823442755633 0.147581686514821 0.450763217353225 0.15367641088127 0.419750208657929
48.9174117417884 0.152785182082926 0.689007561280049 0.230573097923971 0.71494531449636
56.3625487024664 0.146887362693044 0.534276211812231 0.192027773910112 0.804619679628234
47.3354849986853 0.113317654149353 0.351755220033586 0.0803785092200169 0.510348800792551
50.3165840700681 0.146322649788021 0.314608467959368 0.184087141224652 0.956042972763843
60.144843954018 0.140080027490536 0.325850819043137 0.173038779001906 0.425393052053769
58.6049780791335 0.133516457773363 0.728307183216405 0.0693551295162622 0.46743303419122
65.1968696818373 0.128746330264376 0.716546773607315 0.0348376296511693 0.604023499853556
47.5669943286818 0.125834138687178 0.407786991976731 0.141467444425042 0.362627219088973
55.645741540927 0.135638704966366 0.836284132904575 0.239761557043004 0.936699677812867
56.4143143684788 0.13757050372484 0.545584600009993 0.181117824579673 0.919393546782572
63.7071969348051 0.143462084043784 0.559605786027062 0.178227957089031 0.931509180906511
